fecha,ultimo,apertura,maximo,minimo,vol,variacion,deuda_publica,ipc,tasa_paro,pib
2012-04-11,"2,452","2,413","2,484","2,362","7,15M","3,99%","775.287,37","2,06","24,4","-0,97"
2012-04-12,"2,385","2,408","2,425","2,331","8,03M","-2,73%","775.287,37","2,06","24,4","-0,97"
2012-04-13,"2,342","2,385","2,391","2,325","5,65M","-1,80%","775.287,37","2,06","24,4","-0,97"
2012-04-16,"2,312","2,342","2,363","2,305","4,09M","-1,28%","775.287,37","2,06","24,4","-0,97"
2012-04-17,"2,413","2,297","2,414","2,280","6,31M","4,37%","775.287,37","2,06","24,4","-0,97"
2012-04-18,"2,328","2,396","2,396","2,320","5,57M","-3,52%","775.287,37","2,06","24,4","-0,97"
2012-04-19,"2,276","2,365","2,365","2,226","8,44M","-2,23%","775.287,37","2,06","24,4","-0,97"
2012-04-20,"2,280","2,217","2,284","2,217","8,10M","0,18%","775.287,37","2,06","24,4","-0,97"
2012-04-23,"2,264","2,323","2,323","2,199","4,04M","-0,70%","775.287,37","2,06","24,4","-0,97"
2012-04-24,"2,248","2,262","2,322","2,202","5,26M","-0,71%","775.287,37","2,06","24,4","-0,97"
2012-04-25,"2,314","2,245","2,338","2,244","5,02M","2,94%","775.287,37","2,06","24,4","-0,97"
2012-04-26,"2,275","2,324","2,333","2,257","4,11M","-1,69%","775.287,37","2,06","24,4","-0,97"
2012-04-27,"2,315","2,253","2,337","2,235","4,94M","1,76%","775.287,37","2,06","24,4","-0,97"
2012-04-30,"2,328","2,338","2,358","2,286","3,10M","0,56%","775.287,37","2,06","24,4","-0,97"
2012-05-02,"2,249","2,357","2,366","2,231","5,69M","-3,39%","792.135,16","1,94","24,4","-0,97"
2012-05-03,"2,206","2,267","2,284","2,146","4,68M","-1,91%","792.135,16","1,94","24,4","-0,97"
2012-05-04,"2,223","2,229","2,286","2,205","4,84M","0,77%","792.135,16","1,94","24,4","-0,97"
2012-05-07,"2,284","2,203","2,289","2,179","4,85M","2,74%","792.135,16","1,94","24,4","-0,97"
2012-05-08,"2,312","2,286","2,337","2,235","2,31M","1,23%","792.135,16","1,94","24,4","-0,97"
2012-05-09,"2,157","2,280","2,309","2,128","9,24M","-6,70%","792.135,16","1,94","24,4","-0,97"
2012-05-10,"2,212","2,200","2,244","2,146","6,86M","2,55%","792.135,16","1,94","24,4","-0,97"
2012-05-11,"2,188","2,199","2,209","2,132","3,88M","-1,08%","792.135,16","1,94","24,4","-0,97"
2012-05-14,"2,104","2,176","2,179","2,084","6,48M","-3,84%","792.135,16","1,94","24,4","-0,97"
2012-05-15,"2,047","2,074","2,134","2,018","5,88M","-2,71%","792.135,16","1,94","24,4","-0,97"
2012-05-16,"2,033","2,002","2,083","1,985","3,81M","-0,68%","792.135,16","1,94","24,4","-0,97"
2012-05-17,"1,970","2,081","2,081","1,922","3,96M","-3,10%","792.135,16","1,94","24,4","-0,97"
2012-05-18,"2,014","1,951","2,046","1,931","4,17M","2,23%","792.135,16","1,94","24,4","-0,97"
