ultimo,apertura,maximo,minimo,vol,variacion,deuda_publica,ipc,tasa_paro,pib
8295.4,8420.3,8479.6,8255.4,312.11,-0.83,1078661.33,-0.84,21.0,0.68
8194.2,8284.9,8335.2,8105.0,312.66,-1.22,1078661.33,-0.84,21.0,0.68
8387.0,8290.3,8399.3,8281.7,246.1,2.35,1078661.33,-0.84,21.0,0.68
8267.6,8345.4,8447.8,8259.0,270.11,-1.42,1078661.33,-0.84,21.0,0.68
8013.7,8255.0,8269.1,7968.1,307.97,-3.07,1078661.33,-0.84,21.0,0.68
8215.6,8128.1,8260.2,8103.5,258.74,2.52,1078661.33,-0.84,21.0,0.68
8349.2,8313.3,8397.8,8265.2,321.92,1.63,1078661.33,-0.84,21.0,0.68
8461.4,8291.9,8463.4,8222.6,295.55,1.34,1078661.33,-0.84,21.0,0.68
8611.0,8454.6,8611.6,8423.6,322.25,1.77,1092570.82,-0.84,21.0,0.68
8764.5,8662.3,8778.5,8641.2,353.54,1.78,1092570.82,-0.84,21.0,0.68
8767.0,8787.9,8812.0,8692.9,273.57,0.03,1092570.82,-0.84,21.0,0.68
8811.6,8812.6,8877.9,8734.6,322.35,0.51,1092570.82,-0.84,21.0,0.68
8786.8,8785.7,8834.7,8672.8,272.4,-0.28,1092570.82,-0.84,21.0,0.68
8740.3,8736.3,8848.8,8663.2,310.22,-0.53,1092570.82,-0.84,21.0,0.68
8761.1,8765.5,8889.6,8741.0,315.89,0.24,1092570.82,-0.84,21.0,0.68
8766.9,8782.0,9105.8,8730.6,533.69,0.07,1092570.82,-0.84,21.0,0.68
9090.6,8930.3,9101.3,8913.6,476.0,3.69,1092570.82,-0.84,21.0,0.68
9142.7,9156.1,9217.3,9120.1,362.9,0.57,1092570.82,-0.84,21.0,0.68
8988.3,9099.5,9122.2,8961.6,376.24,-1.69,1092570.82,-0.84,21.0,0.68
8962.8,9018.4,9062.0,8898.6,253.94,-0.28,1092570.82,-0.84,21.0,0.68
8978.8,9064.9,9071.2,8782.8,385.79,0.18,1092570.82,-0.84,21.0,0.68
9051.1,8995.3,9074.5,8904.7,395.75,0.81,1092570.82,-0.84,21.0,0.68
9021.0,9006.1,9138.9,8966.5,182.19,-0.33,1092570.82,-0.84,21.0,0.68
8992.0,8969.3,8992.0,8840.4,216.83,-0.32,1092570.82,-0.84,21.0,0.68
8927.1,9017.2,9046.0,8880.2,186.65,-0.72,1092570.82,-0.84,21.0,0.68
8789.8,8862.5,8890.8,8781.7,209.36,-1.54,1092570.82,-0.84,21.0,0.68
8808.3,8843.2,8906.5,8751.5,235.0,0.21,1092570.82,-0.84,21.0,0.68
8870.2,8874.4,8960.7,8856.1,223.84,0.7,1092570.82,-0.84,21.0,0.68
8723.1,8825.5,8827.9,8698.3,318.4,-1.66,1092570.82,-0.84,21.0,0.68
